t,mode,armed,roll,pitch,yaw,thrust_pct,z,tilt,policy_thrust_pct,vbat
19.798,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.818,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.842,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.866,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.889,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.914,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.939,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.668,0.0,0.0,3.70
19.964,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.715,0.0,0.0,3.70
19.984,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.723,0.0,0.0,3.70
20.007,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.723,0.0,0.0,3.70
20.032,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.723,0.0,0.0,3.70
20.053,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.723,0.0,0.0,3.70
20.073,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.096,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.121,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.142,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.165,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.189,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.212,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.237,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.261,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.695,0.0,0.0,3.70
20.281,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.306,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.331,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.356,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.380,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.405,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.426,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.449,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.599,0.0,0.0,3.70
20.471,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.758,0.0,0.0,3.70
20.493,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.755,0.0,0.0,3.70
20.515,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.755,0.0,0.0,3.70
20.536,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.755,0.0,0.0,3.70
20.556,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.755,0.0,0.0,3.70
20.577,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.600,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.625,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.649,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.673,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.698,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.721,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.745,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.770,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.737,0.0,0.0,3.70
20.794,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.817,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.839,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.860,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.885,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.910,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.933,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.958,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.740,0.0,0.0,3.70
20.982,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.708,0.0,0.0,3.70
21.007,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.707,0.0,0.0,3.70
21.032,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.707,0.0,0.0,3.70
21.056,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.707,0.0,0.0,3.70
21.081,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.707,0.0,0.0,3.70
21.106,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.131,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.155,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.180,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.205,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.225,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.248,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.270,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.761,0.0,0.0,3.70
21.291,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.315,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.337,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.362,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.387,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.408,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.433,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.458,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.483,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.809,0.0,0.0,3.70
21.508,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.853,0.0,0.0,3.70
21.533,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.853,0.0,0.0,3.70
21.557,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.853,0.0,0.0,3.70
21.579,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.853,0.0,0.0,3.70
21.602,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.625,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.650,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.675,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.697,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.722,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.747,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.771,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.895,0.0,0.0,3.70
21.792,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.815,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.840,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.862,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.883,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.908,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.932,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.957,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
21.982,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.858,0.0,0.0,3.70
22.005,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.877,0.0,0.0,3.70
22.027,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.906,0.0,0.0,3.70
22.049,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.906,0.0,0.0,3.70
22.072,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.906,0.0,0.0,3.70
22.097,STOCK (your sticks),0,0.0,0.0,0.0,0.0,50.906,0.0,0.0,3.70
22.122,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.147,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.168,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.193,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.218,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.243,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.268,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.293,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.034,0.0,0.0,3.70
22.316,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.340,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.363,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.387,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.412,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.436,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.459,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.483,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.506,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.155,0.0,0.0,3.70
22.531,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.285,0.0,0.0,3.70
22.555,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.285,0.0,0.0,3.70
22.575,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.285,0.0,0.0,3.70
22.596,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.285,0.0,0.0,3.70
22.620,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.645,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.666,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.691,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.713,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.738,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.763,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.787,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.370,0.0,0.0,3.70
22.812,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.833,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.854,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.878,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.903,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.925,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.946,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.971,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
22.992,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.533,0.0,0.0,3.70
23.012,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.649,0.0,0.0,3.70
23.033,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.649,0.0,0.0,3.70
23.055,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.649,0.0,0.0,3.70
23.080,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.649,0.0,0.0,3.70
23.100,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.649,0.0,0.0,3.70
23.125,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.150,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.175,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.200,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.222,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.242,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.265,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.290,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.783,0.0,0.0,3.70
23.315,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.340,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.360,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.382,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.406,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.430,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.454,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.477,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.500,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.907,0.0,0.0,3.70
23.524,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.966,0.0,0.0,3.70
23.546,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.976,0.0,0.0,3.70
23.567,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.976,0.0,0.0,3.70
23.592,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.976,0.0,0.0,3.70
23.612,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.976,0.0,0.0,3.70
23.636,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.656,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.681,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.706,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.726,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.752,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.776,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.801,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.047,0.0,0.0,3.70
23.826,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.849,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.873,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.899,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.924,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.949,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.974,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
23.998,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
24.023,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.059,0.0,0.0,3.70
24.048,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.042,0.0,0.0,3.70
24.072,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.027,0.0,0.0,3.70
24.097,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.027,0.0,0.0,3.70
24.118,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.027,0.0,0.0,3.70
24.141,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.027,0.0,0.0,3.70
24.163,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.186,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.207,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.229,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.252,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.275,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.300,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.325,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.085,0.0,0.0,3.70
24.350,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.375,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.396,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.421,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.442,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.465,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.490,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.515,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.536,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.041,0.0,0.0,3.70
24.559,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.124,0.0,0.0,3.70
24.580,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.123,0.0,0.0,3.70
24.602,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.123,0.0,0.0,3.70
24.625,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.123,0.0,0.0,3.70
24.650,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.123,0.0,0.0,3.70
24.675,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.696,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.717,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.742,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.767,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.788,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.808,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.830,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.855,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.116,0.0,0.0,3.70
24.880,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
24.905,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
24.929,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
24.954,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
24.979,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
25.003,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
25.025,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
25.050,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.126,0.0,0.0,3.70
25.070,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.021,0.0,0.0,3.70
25.092,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.013,0.0,0.0,3.70
25.114,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.013,0.0,0.0,3.70
25.136,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.013,0.0,0.0,3.70
25.158,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.013,0.0,0.0,3.70
25.181,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.205,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.225,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.249,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.270,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.292,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.316,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.341,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.366,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.023,0.0,0.0,3.70
25.389,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.414,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.436,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.461,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.482,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.506,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.531,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.556,STOCK (your sticks),0,0.0,0.0,0.0,0.0,52.004,0.0,0.0,3.70
25.578,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.976,0.0,0.0,3.70
25.599,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.978,0.0,0.0,3.70
25.622,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.978,0.0,0.0,3.70
25.647,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.978,0.0,0.0,3.70
25.670,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.978,0.0,0.0,3.70
25.692,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.715,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.736,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.757,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.782,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.806,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.830,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.855,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.880,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.940,0.0,0.0,3.70
25.905,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
25.926,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
25.951,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
25.975,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
26.000,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
26.024,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
26.049,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
26.074,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.953,0.0,0.0,3.70
26.099,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.835,0.0,0.0,3.70
26.123,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.820,0.0,0.0,3.70
26.146,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.820,0.0,0.0,3.70
26.171,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.820,0.0,0.0,3.70
26.192,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.820,0.0,0.0,3.70
26.216,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.241,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.266,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.289,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.314,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.339,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.364,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.388,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.734,0.0,0.0,3.70
26.409,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.433,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.458,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.483,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.504,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.528,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.553,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
26.578,STOCK (your sticks),0,0.0,0.0,0.0,0.0,51.776,0.0,0.0,3.70
